Variable,Value
"o[75,g4dn.4xlarge,ap-south-1]",1.0
"o[76,g4dn.4xlarge,ap-south-1]",1.0
"o[77,g4dn.4xlarge,ap-south-1]",1.0
"o[78,g4dn.4xlarge,ap-south-1]",1.0
"o[79,g4dn.4xlarge,ap-south-1]",1.0
"o[80,g4dn.4xlarge,ap-south-1]",1.0
"o[81,g4dn.4xlarge,ap-south-1]",1.0
"o[82,g4dn.4xlarge,ap-south-1]",1.0
"o[83,g4dn.4xlarge,ap-south-1]",1.0
"o[84,g4dn.4xlarge,ap-south-1]",1.0
"o[85,g4dn.4xlarge,ap-south-1]",1.0
"o[86,g4dn.4xlarge,ap-south-1]",1.0
"o[87,g4dn.4xlarge,ap-south-1]",1.0
"o[88,g4dn.4xlarge,ap-south-1]",1.0
"o[89,g4dn.4xlarge,ap-south-1]",1.0
"o[90,g4dn.4xlarge,ap-south-1]",1.0
"o[91,g4dn.4xlarge,ap-south-1]",1.0
"o[1,t4g.2xlarge,ap-south-1]",1.0
"o[2,t4g.2xlarge,ap-south-1]",1.0
"o[3,t4g.2xlarge,ap-south-1]",1.0
"o[4,t4g.2xlarge,ap-south-1]",1.0
"o[5,t4g.2xlarge,ap-south-1]",1.0
"o[6,t4g.2xlarge,ap-south-1]",1.0
"o[7,t4g.2xlarge,ap-south-1]",1.0
"o[8,t4g.2xlarge,ap-south-1]",1.0
"o[9,t4g.2xlarge,ap-south-1]",1.0
"o[10,t4g.2xlarge,ap-south-1]",1.0
"o[11,t4g.2xlarge,ap-south-1]",1.0
"o[12,t4g.2xlarge,ap-south-1]",1.0
"o[13,t4g.2xlarge,ap-south-1]",1.0
"o[14,t4g.2xlarge,ap-south-1]",1.0
"o[15,t4g.2xlarge,ap-south-1]",1.0
"o[16,t4g.2xlarge,ap-south-1]",1.0
"o[17,t4g.2xlarge,ap-south-1]",1.0
"o[18,t4g.2xlarge,ap-south-1]",1.0
"o[19,t4g.2xlarge,ap-south-1]",1.0
"o[20,t4g.2xlarge,ap-south-1]",1.0
"o[21,t4g.2xlarge,ap-south-1]",1.0
"o[22,t4g.2xlarge,ap-south-1]",1.0
"o[23,t4g.2xlarge,ap-south-1]",1.0
"o[24,t4g.2xlarge,ap-south-1]",1.0
"o[25,t4g.2xlarge,ap-south-1]",1.0
"o[26,t4g.2xlarge,ap-south-1]",1.0
"o[27,t4g.2xlarge,ap-south-1]",1.0
"o[28,t4g.2xlarge,ap-south-1]",1.0
"o[29,t4g.2xlarge,ap-south-1]",1.0
"o[30,t4g.2xlarge,ap-south-1]",1.0
"o[31,t4g.2xlarge,ap-south-1]",1.0
"o[32,t4g.2xlarge,ap-south-1]",1.0
"o[33,t4g.2xlarge,ap-south-1]",1.0
"o[34,t4g.2xlarge,ap-south-1]",1.0
"o[35,t4g.2xlarge,ap-south-1]",1.0
"o[36,t4g.2xlarge,ap-south-1]",1.0
"o[37,t4g.2xlarge,ap-south-1]",1.0
"o[38,t4g.2xlarge,ap-south-1]",1.0
"o[39,t4g.2xlarge,ap-south-1]",1.0
"o[40,t4g.2xlarge,ap-south-1]",1.0
"o[41,t4g.2xlarge,ap-south-1]",1.0
"o[42,t4g.2xlarge,ap-south-1]",1.0
"o[1,g4dn.2xlarge,ap-south-1]",1.0
"o[2,g4dn.2xlarge,ap-south-1]",1.0
"o[3,g4dn.2xlarge,ap-south-1]",1.0
"o[4,g4dn.2xlarge,ap-south-1]",1.0
"o[5,g4dn.2xlarge,ap-south-1]",1.0
"o[6,g4dn.2xlarge,ap-south-1]",1.0
"o[7,g4dn.2xlarge,ap-south-1]",1.0
"o[8,g4dn.2xlarge,ap-south-1]",1.0
"o[9,g4dn.2xlarge,ap-south-1]",1.0
"o[10,g4dn.2xlarge,ap-south-1]",1.0
"o[11,g4dn.2xlarge,ap-south-1]",1.0
"o[12,g4dn.2xlarge,ap-south-1]",1.0
"o[13,g4dn.2xlarge,ap-south-1]",1.0
"o[14,g4dn.2xlarge,ap-south-1]",1.0
"o[15,g4dn.2xlarge,ap-south-1]",1.0
"o[16,g4dn.2xlarge,ap-south-1]",1.0
"o[17,g4dn.2xlarge,ap-south-1]",1.0
"o[18,g4dn.2xlarge,ap-south-1]",2.0
"o[19,g4dn.2xlarge,ap-south-1]",2.0
"o[20,g4dn.2xlarge,ap-south-1]",2.0
"o[21,g4dn.2xlarge,ap-south-1]",2.0
"o[22,g4dn.2xlarge,ap-south-1]",2.0
"o[23,g4dn.2xlarge,ap-south-1]",2.0
"o[24,g4dn.2xlarge,ap-south-1]",2.0
"o[25,g4dn.2xlarge,ap-south-1]",2.0
"o[26,g4dn.2xlarge,ap-south-1]",2.0
"o[27,g4dn.2xlarge,ap-south-1]",2.0
"o[28,g4dn.2xlarge,ap-south-1]",2.0
"o[29,g4dn.2xlarge,ap-south-1]",2.0
"o[30,g4dn.2xlarge,ap-south-1]",2.0
"o[31,g4dn.2xlarge,ap-south-1]",2.0
"o[32,g4dn.2xlarge,ap-south-1]",2.0
"o[33,g4dn.2xlarge,ap-south-1]",2.0
"o[34,g4dn.2xlarge,ap-south-1]",2.0
"o[35,g4dn.2xlarge,ap-south-1]",2.0
"o[36,g4dn.2xlarge,ap-south-1]",2.0
"o[37,g4dn.2xlarge,ap-south-1]",2.0
"o[38,g4dn.2xlarge,ap-south-1]",2.0
"o[39,g4dn.2xlarge,ap-south-1]",2.0
"o[40,g4dn.2xlarge,ap-south-1]",2.0
"o[41,g4dn.2xlarge,ap-south-1]",3.0
"o[42,g4dn.2xlarge,ap-south-1]",3.0
"o[43,g4dn.2xlarge,ap-south-1]",3.0
"o[44,g4dn.2xlarge,ap-south-1]",3.0
"o[45,g4dn.2xlarge,ap-south-1]",3.0
"o[46,g4dn.2xlarge,ap-south-1]",3.0
"o[47,g4dn.2xlarge,ap-south-1]",4.0
"o[48,g4dn.2xlarge,ap-south-1]",4.0
"o[49,g4dn.2xlarge,ap-south-1]",4.0
"o[50,g4dn.2xlarge,ap-south-1]",4.0
"o[51,g4dn.2xlarge,ap-south-1]",4.0
"o[52,g4dn.2xlarge,ap-south-1]",4.0
"o[53,g4dn.2xlarge,ap-south-1]",4.0
"o[54,g4dn.2xlarge,ap-south-1]",4.0
"o[55,g4dn.2xlarge,ap-south-1]",4.0
"o[56,g4dn.2xlarge,ap-south-1]",4.0
"o[57,g4dn.2xlarge,ap-south-1]",4.0
"o[58,g4dn.2xlarge,ap-south-1]",4.0
"o[59,g4dn.2xlarge,ap-south-1]",2.0
"o[60,g4dn.2xlarge,ap-south-1]",2.0
"o[61,g4dn.2xlarge,ap-south-1]",2.0
"o[62,g4dn.2xlarge,ap-south-1]",2.0
"o[63,g4dn.2xlarge,ap-south-1]",2.0
"o[64,g4dn.2xlarge,ap-south-1]",2.0
"o[65,g4dn.2xlarge,ap-south-1]",2.0
"o[66,g4dn.2xlarge,ap-south-1]",2.0
"o[67,g4dn.2xlarge,ap-south-1]",2.0
"o[68,g4dn.2xlarge,ap-south-1]",2.0
"o[69,g4dn.2xlarge,ap-south-1]",2.0
"o[70,g4dn.2xlarge,ap-south-1]",2.0
"o[71,g4dn.2xlarge,ap-south-1]",2.0
"o[72,g4dn.2xlarge,ap-south-1]",2.0
"o[73,g4dn.2xlarge,ap-south-1]",2.0
"o[74,g4dn.2xlarge,ap-south-1]",2.0
"o[75,g4dn.2xlarge,ap-south-1]",1.0
"o[76,g4dn.2xlarge,ap-south-1]",1.0
"o[77,g4dn.2xlarge,ap-south-1]",1.0
"o[78,g4dn.2xlarge,ap-south-1]",1.0
"o[79,g4dn.2xlarge,ap-south-1]",1.0
"o[80,g4dn.2xlarge,ap-south-1]",1.0
"o[81,g4dn.2xlarge,ap-south-1]",1.0
"o[82,g4dn.2xlarge,ap-south-1]",1.0
"o[83,g4dn.2xlarge,ap-south-1]",1.0
"o[84,g4dn.2xlarge,ap-south-1]",1.0
"o[85,g4dn.2xlarge,ap-south-1]",1.0
"o[86,g4dn.2xlarge,ap-south-1]",1.0
"o[87,g4dn.2xlarge,ap-south-1]",1.0
"o[88,g4dn.2xlarge,ap-south-1]",1.0
"o[89,g4dn.2xlarge,ap-south-1]",1.0
"o[90,g4dn.2xlarge,ap-south-1]",1.0
"o[91,g4dn.2xlarge,ap-south-1]",1.0
"o[2,g4dn.xlarge,ap-south-1]",1.0
"o[3,g4dn.xlarge,ap-south-1]",1.0
"o[4,g4dn.xlarge,ap-south-1]",1.0
"o[5,g4dn.xlarge,ap-south-1]",1.0
"o[6,g4dn.xlarge,ap-south-1]",1.0
"o[7,g4dn.xlarge,ap-south-1]",1.0
"o[8,g4dn.xlarge,ap-south-1]",1.0
"o[9,g4dn.xlarge,ap-south-1]",1.0
"o[10,g4dn.xlarge,ap-south-1]",1.0
"o[11,g4dn.xlarge,ap-south-1]",1.0
"o[12,g4dn.xlarge,ap-south-1]",1.0
"o[13,g4dn.xlarge,ap-south-1]",1.0
"o[14,g4dn.xlarge,ap-south-1]",1.0
"o[15,g4dn.xlarge,ap-south-1]",1.0
"o[16,g4dn.xlarge,ap-south-1]",1.0
"o[17,g4dn.xlarge,ap-south-1]",1.0
"o[18,g4dn.xlarge,ap-south-1]",2.0
"o[19,g4dn.xlarge,ap-south-1]",2.0
"o[20,g4dn.xlarge,ap-south-1]",2.0
"o[21,g4dn.xlarge,ap-south-1]",2.0
"o[22,g4dn.xlarge,ap-south-1]",2.0
"o[23,g4dn.xlarge,ap-south-1]",2.0
"o[24,g4dn.xlarge,ap-south-1]",2.0
"o[25,g4dn.xlarge,ap-south-1]",2.0
"o[26,g4dn.xlarge,ap-south-1]",2.0
"o[27,g4dn.xlarge,ap-south-1]",2.0
"o[28,g4dn.xlarge,ap-south-1]",2.0
"o[29,g4dn.xlarge,ap-south-1]",2.0
"o[30,g4dn.xlarge,ap-south-1]",2.0
"o[31,g4dn.xlarge,ap-south-1]",2.0
"o[32,g4dn.xlarge,ap-south-1]",2.0
"o[33,g4dn.xlarge,ap-south-1]",2.0
"o[34,g4dn.xlarge,ap-south-1]",2.0
"o[35,g4dn.xlarge,ap-south-1]",2.0
"o[36,g4dn.xlarge,ap-south-1]",2.0
"o[37,g4dn.xlarge,ap-south-1]",2.0
"o[38,g4dn.xlarge,ap-south-1]",3.0
"o[39,g4dn.xlarge,ap-south-1]",3.0
"o[40,g4dn.xlarge,ap-south-1]",4.0
"o[41,g4dn.xlarge,ap-south-1]",4.0
"o[42,g4dn.xlarge,ap-south-1]",5.0
"o[43,g4dn.xlarge,ap-south-1]",5.0
"o[44,g4dn.xlarge,ap-south-1]",6.0
"o[45,g4dn.xlarge,ap-south-1]",6.0
"o[46,g4dn.xlarge,ap-south-1]",6.0
"o[47,g4dn.xlarge,ap-south-1]",6.0
"o[48,g4dn.xlarge,ap-south-1]",4.0
"o[49,g4dn.xlarge,ap-south-1]",4.0
"o[50,g4dn.xlarge,ap-south-1]",4.0
"o[51,g4dn.xlarge,ap-south-1]",4.0
"o[52,g4dn.xlarge,ap-south-1]",4.0
"o[53,g4dn.xlarge,ap-south-1]",4.0
"o[54,g4dn.xlarge,ap-south-1]",4.0
"o[55,g4dn.xlarge,ap-south-1]",4.0
"o[56,g4dn.xlarge,ap-south-1]",4.0
"o[57,g4dn.xlarge,ap-south-1]",4.0
"o[58,g4dn.xlarge,ap-south-1]",4.0
"o[59,g4dn.xlarge,ap-south-1]",4.0
"o[60,g4dn.xlarge,ap-south-1]",4.0
"o[61,g4dn.xlarge,ap-south-1]",4.0
"o[62,g4dn.xlarge,ap-south-1]",4.0
"o[63,g4dn.xlarge,ap-south-1]",4.0
"o[64,g4dn.xlarge,ap-south-1]",4.0
"o[65,g4dn.xlarge,ap-south-1]",4.0
"o[66,g4dn.xlarge,ap-south-1]",4.0
"o[67,g4dn.xlarge,ap-south-1]",4.0
"o[68,g4dn.xlarge,ap-south-1]",4.0
"o[69,g4dn.xlarge,ap-south-1]",4.0
"o[70,g4dn.xlarge,ap-south-1]",3.0
"o[71,g4dn.xlarge,ap-south-1]",3.0
"o[72,g4dn.xlarge,ap-south-1]",3.0
"o[73,g4dn.xlarge,ap-south-1]",3.0
"o[74,g4dn.xlarge,ap-south-1]",3.0
"o[75,g4dn.xlarge,ap-south-1]",3.0
"o[76,g4dn.xlarge,ap-south-1]",3.0
"o[77,g4dn.xlarge,ap-south-1]",3.0
"o[78,g4dn.xlarge,ap-south-1]",2.0
"o[79,g4dn.xlarge,ap-south-1]",2.0
"o[80,g4dn.xlarge,ap-south-1]",2.0
"o[81,g4dn.xlarge,ap-south-1]",2.0
"o[82,g4dn.xlarge,ap-south-1]",2.0
"o[83,g4dn.xlarge,ap-south-1]",2.0
"o[84,g4dn.xlarge,ap-south-1]",2.0
"o[85,g4dn.xlarge,ap-south-1]",1.0
"o[86,g4dn.xlarge,ap-south-1]",1.0
"o[87,g4dn.xlarge,ap-south-1]",1.0
"o[88,g4dn.xlarge,ap-south-1]",1.0
"o[89,g4dn.xlarge,ap-south-1]",1.0
"o[90,g4dn.xlarge,ap-south-1]",1.0
"o[91,g4dn.xlarge,ap-south-1]",1.0
"a[15,1]",1.0
"a[23,2]",1.0
"a[26,3]",1.0
"a[40,4]",1.0
"a[18,5]",1.0
"a[56,6]",1.0
"a[62,7]",1.0
"a[87,8]",1.0
"a[15,9]",1.0
"a[59,10]",1.0
"a[62,11]",1.0
"a[53,12]",1.0
"a[1,13]",1.0
"a[52,14]",1.0
"a[1,15]",1.0
"a[15,16]",1.0
"a[16,17]",1.0
"a[1,18]",1.0
"a[15,19]",1.0
"a[1,20]",1.0
"a[54,21]",1.0
"a[49,22]",1.0
"a[12,23]",1.0
"a[18,24]",1.0
"a[52,25]",1.0
"a[1,26]",1.0
"a[2,27]",1.0
"a[1,28]",1.0
"a[41,29]",1.0
"a[11,30]",1.0
"a[38,31]",1.0
"a[32,32]",1.0
"a[1,33]",1.0
"a[12,34]",1.0
"a[44,35]",1.0
"a[39,36]",1.0
"a[49,37]",1.0
"a[1,38]",1.0
"a[41,39]",1.0
"a[38,40]",1.0
"a[53,41]",1.0
"a[22,42]",1.0
"a[42,43]",1.0
"a[47,44]",1.0
"a[12,45]",1.0
"a[26,46]",1.0
"a[69,47]",1.0
"a[8,48]",1.0
"a[1,49]",1.0
"a[15,50]",1.0
"x[1,13,g4dn.xlarge,us-east-1,3]",1.0
"x[1,15,g4dn.4xlarge,eu-south-1,1]",1.0
"x[1,15,g4dn.2xlarge,eu-south-1,2]",1.0
"x[1,18,g4dn.4xlarge,eu-west-2,2]",1.0
"x[1,20,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,26,t4g.2xlarge,ap-south-1,4]",1.0
"x[1,26,t4g.large,ap-south-1,1]",1.0
"x[1,26,g4dn.xlarge,ap-south-1,6]",1.0
"x[1,28,g4dn.4xlarge,eu-south-1,2]",1.0
"x[1,33,g4dn.2xlarge,us-west-1,2]",1.0
"x[1,38,g4dn.xlarge,eu-south-1,4]",1.0
"x[2,27,g4dn.4xlarge,ap-south-1,3]",1.0
"x[2,27,g4dn.2xlarge,ap-south-1,1]",1.0
"x[2,27,g4dn.xlarge,ap-south-1,2]",1.0
"x[8,48,g4dn.4xlarge,ap-south-1,1]",1.0
"x[12,34,g4dn.2xlarge,ap-northeast-3,1]",1.0
"x[12,34,g4dn.xlarge,ap-northeast-3,2]",1.0
"x[12,34,g4dn.xlarge,ap-northeast-3,3]",1.0
"x[12,45,g4dn.2xlarge,us-west-1,4]",1.0
"x[12,45,t4g.large,us-west-1,2]",1.0
"x[12,45,t4g.large,us-west-1,3]",1.0
"x[15,1,g4dn.4xlarge,eu-west-2,1]",1.0
"x[15,1,g4dn.4xlarge,eu-west-2,2]",1.0
"x[15,1,g4dn.xlarge,eu-west-2,4]",1.0
"x[15,1,g4dn.xlarge,eu-west-2,5]",1.0
"x[15,9,g4dn.4xlarge,us-east-1,4]",1.0
"x[15,9,g4dn.xlarge,us-east-1,3]",1.0
"x[15,9,g4dn.xlarge,us-east-1,5]",1.0
"x[15,19,t4g.large,ap-northeast-3,1]",1.0
"x[16,17,g4dn.4xlarge,ap-south-1,2]",1.0
"x[16,17,g4dn.xlarge,ap-south-1,1]",1.0
"x[18,5,g4dn.xlarge,ap-south-1,2]",1.0
"x[18,5,g4dn.xlarge,ap-south-1,4]",1.0
"x[18,5,g4dn.xlarge,ap-south-1,5]",1.0
"x[18,24,g4dn.2xlarge,ap-south-1,2]",1.0
"x[18,24,g4dn.2xlarge,ap-south-1,3]",1.0
"x[18,24,g4dn.xlarge,ap-south-1,1]",1.0
"x[22,42,g4dn.xlarge,us-east-1,1]",1.0
"x[23,2,g4dn.4xlarge,eu-south-1,2]",1.0
"x[23,2,g4dn.xlarge,eu-south-1,3]",1.0
"x[26,3,g4dn.4xlarge,eu-south-1,3]",1.0
"x[26,3,g4dn.xlarge,eu-south-1,1]",1.0
"x[26,3,g4dn.xlarge,eu-south-1,4]",1.0
"x[26,46,g4dn.2xlarge,eu-west-2,2]",1.0
"x[32,32,g4dn.2xlarge,us-west-1,2]",1.0
"x[38,40,g4dn.4xlarge,us-east-1,4]",1.0
"x[38,40,g4dn.2xlarge,us-east-1,6]",1.0
"x[39,36,g4dn.xlarge,us-east-1,1]",1.0
"x[40,4,g4dn.4xlarge,ap-south-1,3]",1.0
"x[40,4,g4dn.xlarge,ap-south-1,2]",1.0
"x[41,39,g4dn.4xlarge,ap-south-1,1]",1.0
"x[41,39,g4dn.2xlarge,ap-south-1,5]",1.0
"x[42,43,g4dn.4xlarge,ap-south-1,4]",1.0
"x[42,43,g4dn.xlarge,ap-south-1,2]",1.0
"x[44,35,g4dn.4xlarge,ap-south-1,2]",1.0
"x[44,35,g4dn.2xlarge,ap-south-1,5]",1.0
"x[44,35,g4dn.xlarge,ap-south-1,1]",1.0
"x[44,35,g4dn.xlarge,ap-south-1,4]",1.0
"x[47,44,g4dn.2xlarge,ap-south-1,2]",1.0
"x[47,44,g4dn.2xlarge,ap-south-1,3]",1.0
"x[47,44,g4dn.2xlarge,ap-south-1,4]",1.0
"x[47,44,g4dn.xlarge,ap-south-1,5]",1.0
"x[49,22,g4dn.2xlarge,ap-northeast-3,5]",1.0
"x[52,14,g4dn.4xlarge,us-east-1,3]",1.0
"x[52,14,g4dn.xlarge,us-east-1,2]",1.0
"x[52,14,g4dn.xlarge,us-east-1,5]",1.0
"x[52,25,g4dn.2xlarge,us-east-1,1]",1.0
"x[53,12,g4dn.4xlarge,ap-northeast-3,2]",1.0
"x[53,12,g4dn.4xlarge,ap-northeast-3,3]",1.0
"x[53,12,g4dn.2xlarge,ap-northeast-3,1]",1.0
"x[53,41,g4dn.4xlarge,ap-northeast-3,2]",1.0
"x[53,41,g4dn.xlarge,ap-northeast-3,1]",1.0
"x[54,21,g4dn.xlarge,eu-west-2,1]",1.0
"x[54,21,g4dn.xlarge,eu-west-2,2]",1.0
"x[54,21,g4dn.xlarge,eu-west-2,3]",1.0
"x[59,10,g4dn.xlarge,eu-west-2,1]",1.0
"x[59,10,g4dn.xlarge,eu-west-2,2]",1.0
"x[62,7,g4dn.xlarge,ap-northeast-3,2]",1.0
"x[62,11,t4g.2xlarge,ap-northeast-3,3]",1.0
"x[69,47,g4dn.xlarge,us-west-1,4]",1.0
"x[87,8,g4dn.xlarge,us-west-1,3]",1.0
"y[1,13,g4dn.4xlarge,us-east-1,1]",1.0
"y[1,13,g4dn.4xlarge,us-east-1,2]",1.0
"y[1,13,g4dn.4xlarge,us-east-1,4]",1.0
"y[1,13,g4dn.4xlarge,us-east-1,5]",1.0
"y[1,15,g4dn.4xlarge,eu-south-1,4]",1.0
"y[1,15,g4dn.4xlarge,eu-south-1,5]",1.0
"y[1,15,g4dn.4xlarge,eu-south-1,6]",1.0
"y[1,15,g4dn.2xlarge,eu-south-1,3]",1.0
"y[1,18,g4dn.4xlarge,eu-west-2,1]",1.0
"y[1,18,g4dn.4xlarge,eu-west-2,3]",1.0
"y[1,20,g4dn.4xlarge,eu-south-1,1]",1.0
"y[1,26,t4g.small,ap-south-1,3]",1.0
"y[1,26,t4g.2xlarge,ap-south-1,5]",1.0
"y[1,26,g4dn.2xlarge,ap-south-1,2]",1.0
"y[1,28,g4dn.4xlarge,eu-south-1,1]",1.0
"y[1,28,g4dn.4xlarge,eu-south-1,3]",1.0
"y[1,28,g4dn.4xlarge,eu-south-1,4]",1.0
"y[1,33,g4dn.4xlarge,us-west-1,1]",1.0
"y[1,33,g4dn.4xlarge,us-west-1,4]",1.0
"y[1,33,g4dn.4xlarge,us-west-1,5]",1.0
"y[1,33,g4dn.2xlarge,us-west-1,3]",1.0
"y[1,38,g4dn.4xlarge,eu-south-1,1]",1.0
"y[1,38,g4dn.4xlarge,eu-south-1,3]",1.0
"y[1,38,g4dn.4xlarge,eu-south-1,5]",1.0
"y[1,38,g4dn.xlarge,eu-south-1,2]",1.0
"y[1,49,g4dn.4xlarge,us-east-1,1]",1.0
"y[1,49,g4dn.4xlarge,us-east-1,2]",1.0
"y[1,49,g4dn.4xlarge,us-east-1,3]",1.0
"y[2,27,g4dn.xlarge,ap-south-1,4]",1.0
"y[2,27,g4dn.xlarge,ap-south-1,5]",1.0
"y[11,30,g4dn.2xlarge,ap-south-1,1]",1.0
"y[12,23,g4dn.4xlarge,us-east-1,3]",1.0
"y[12,23,g4dn.4xlarge,us-east-1,5]",1.0
"y[12,23,g4dn.2xlarge,us-east-1,2]",1.0
"y[12,23,g4dn.2xlarge,us-east-1,4]",1.0
"y[12,23,g4dn.xlarge,us-east-1,1]",1.0
"y[12,34,g4dn.4xlarge,ap-northeast-3,4]",1.0
"y[12,45,g4dn.2xlarge,us-west-1,1]",1.0
"y[12,45,t4g.large,us-west-1,5]",1.0
"y[15,1,g4dn.2xlarge,eu-west-2,3]",1.0
"y[15,9,g4dn.2xlarge,us-east-1,1]",1.0
"y[15,9,g4dn.2xlarge,us-east-1,2]",1.0
"y[15,16,g4dn.2xlarge,us-east-1,1]",1.0
"y[15,50,g4dn.4xlarge,eu-south-1,1]",1.0
"y[16,17,g4dn.4xlarge,ap-south-1,3]",1.0
"y[18,5,g4dn.2xlarge,ap-south-1,3]",1.0
"y[18,5,g4dn.xlarge,ap-south-1,1]",1.0
"y[23,2,g4dn.4xlarge,eu-south-1,1]",1.0
"y[26,3,g4dn.xlarge,eu-south-1,2]",1.0
"y[26,3,g4dn.xlarge,eu-south-1,5]",1.0
"y[26,46,g4dn.xlarge,eu-west-2,1]",1.0
"y[26,46,g4dn.xlarge,eu-west-2,3]",1.0
"y[32,32,g4dn.4xlarge,us-west-1,1]",1.0
"y[38,31,g4dn.4xlarge,ap-south-1,3]",1.0
"y[38,31,g4dn.2xlarge,ap-south-1,1]",1.0
"y[38,31,g4dn.xlarge,ap-south-1,2]",1.0
"y[38,40,g4dn.4xlarge,us-east-1,3]",1.0
"y[38,40,g4dn.2xlarge,us-east-1,1]",1.0
"y[38,40,g4dn.2xlarge,us-east-1,2]",1.0
"y[38,40,g4dn.2xlarge,us-east-1,5]",1.0
"y[39,36,g4dn.4xlarge,us-east-1,2]",1.0
"y[39,36,g4dn.4xlarge,us-east-1,3]",1.0
"y[40,4,g4dn.4xlarge,ap-south-1,4]",1.0
"y[40,4,g4dn.xlarge,ap-south-1,1]",1.0
"y[41,29,g4dn.4xlarge,us-west-1,1]",1.0
"y[41,39,g4dn.4xlarge,ap-south-1,3]",1.0
"y[41,39,g4dn.2xlarge,ap-south-1,2]",1.0
"y[41,39,g4dn.2xlarge,ap-south-1,4]",1.0
"y[42,43,g4dn.4xlarge,ap-south-1,5]",1.0
"y[42,43,g4dn.2xlarge,ap-south-1,1]",1.0
"y[42,43,g4dn.xlarge,ap-south-1,3]",1.0
"y[44,35,g4dn.2xlarge,ap-south-1,6]",1.0
"y[44,35,g4dn.xlarge,ap-south-1,3]",1.0
"y[47,44,g4dn.2xlarge,ap-south-1,1]",1.0
"y[49,22,g4dn.4xlarge,ap-northeast-3,4]",1.0
"y[49,22,g4dn.4xlarge,ap-northeast-3,6]",1.0
"y[49,22,g4dn.2xlarge,ap-northeast-3,1]",1.0
"y[49,22,g4dn.2xlarge,ap-northeast-3,2]",1.0
"y[49,22,g4dn.2xlarge,ap-northeast-3,3]",1.0
"y[49,37,g4dn.4xlarge,us-west-1,3]",1.0
"y[49,37,g4dn.4xlarge,us-west-1,5]",1.0
"y[49,37,g4dn.2xlarge,us-west-1,2]",1.0
"y[49,37,g4dn.xlarge,us-west-1,1]",1.0
"y[49,37,g4dn.xlarge,us-west-1,4]",1.0
"y[52,14,g4dn.4xlarge,us-east-1,1]",1.0
"y[52,14,g4dn.4xlarge,us-east-1,4]",1.0
"y[52,25,g4dn.4xlarge,us-east-1,2]",1.0
"y[53,12,g4dn.xlarge,ap-northeast-3,4]",1.0
"y[53,41,g4dn.4xlarge,ap-northeast-3,3]",1.0
"y[53,41,g4dn.xlarge,ap-northeast-3,4]",1.0
"y[54,21,g4dn.2xlarge,eu-west-2,4]",1.0
"y[54,21,g4dn.2xlarge,eu-west-2,5]",1.0
"y[56,6,g4dn.4xlarge,eu-south-1,2]",1.0
"y[56,6,g4dn.2xlarge,eu-south-1,4]",1.0
"y[56,6,g4dn.xlarge,eu-south-1,1]",1.0
"y[56,6,g4dn.xlarge,eu-south-1,3]",1.0
"y[56,6,g4dn.xlarge,eu-south-1,5]",1.0
"y[59,10,g4dn.2xlarge,eu-west-2,3]",1.0
"y[62,7,g4dn.4xlarge,ap-northeast-3,1]",1.0
"y[62,11,t4g.small,ap-northeast-3,1]",1.0
"y[62,11,g4dn.4xlarge,ap-northeast-3,2]",1.0
"y[69,47,g4dn.xlarge,us-west-1,1]",1.0
"y[69,47,g4dn.xlarge,us-west-1,2]",1.0
"y[69,47,g4dn.xlarge,us-west-1,3]",1.0
"y[69,47,g4dn.xlarge,us-west-1,5]",1.0
"y[87,8,g4dn.xlarge,us-west-1,1]",1.0
"y[87,8,g4dn.xlarge,us-west-1,2]",1.0
"d[2,eu-south-1]",1.0
"d[3,eu-south-1]",1.0
"d[6,eu-south-1]",1.0
"d[15,eu-south-1]",1.0
"d[20,eu-south-1]",1.0
"d[28,eu-south-1]",1.0
"d[38,eu-south-1]",1.0
"d[50,eu-south-1]",1.0
"d[1,eu-west-2]",1.0
"d[10,eu-west-2]",1.0
"d[18,eu-west-2]",1.0
"d[21,eu-west-2]",1.0
"d[46,eu-west-2]",1.0
"d[9,us-east-1]",1.0
"d[13,us-east-1]",1.0
"d[14,us-east-1]",1.0
"d[16,us-east-1]",1.0
"d[23,us-east-1]",1.0
"d[25,us-east-1]",1.0
"d[36,us-east-1]",1.0
"d[40,us-east-1]",1.0
"d[42,us-east-1]",1.0
"d[49,us-east-1]",1.0
"d[8,us-west-1]",1.0
"d[29,us-west-1]",1.0
"d[32,us-west-1]",1.0
"d[33,us-west-1]",1.0
"d[37,us-west-1]",1.0
"d[45,us-west-1]",1.0
"d[47,us-west-1]",1.0
"d[7,ap-northeast-3]",1.0
"d[11,ap-northeast-3]",1.0
"d[12,ap-northeast-3]",1.0
"d[19,ap-northeast-3]",1.0
"d[22,ap-northeast-3]",1.0
"d[34,ap-northeast-3]",1.0
"d[41,ap-northeast-3]",1.0
"d[4,ap-south-1]",1.0
"d[5,ap-south-1]",1.0
"d[17,ap-south-1]",1.0
"d[24,ap-south-1]",1.0
"d[26,ap-south-1]",1.0
"d[27,ap-south-1]",1.0
"d[30,ap-south-1]",1.0
"d[31,ap-south-1]",1.0
"d[35,ap-south-1]",1.0
"d[39,ap-south-1]",1.0
"d[43,ap-south-1]",1.0
"d[44,ap-south-1]",1.0
"d[48,ap-south-1]",1.0
L[1],3.88
L[2],2.57
L[3],2.57
L[4],3.23
L[5],3.23
L[6],2.57
L[7],2.32
